smiles,SMILES_state,NLL
Cc1ncc(CN2CCCN(C(=O)c3csc(CN)c3)CCC2)s1,1,23.12
Cc1cc(C)cc(CNC(=O)c2cc(C)cc(C(=O)N3CCCCC3)c2)c1,1,9.5
Cc1cc(C)cc(CCNCCNC(=O)c2cc(C)c(C)cc2C)c1,1,16.46
Cc1ccc(CN2CCN(Cc3csc(-c4ccc(C)cc4)n3)CC2)cc1,1,9.68
CNCCN1c2ccccc2CC1C,1,19.64
Cc1cc(C)cc(CNC(=O)C2CCN(S(C)(=O)=O)CC2)c1,1,14.85
Cc1cc(C)cc(C(=O)NCC(=O)N2CCN(Cc3nc(C)cs3)CC2)c1,1,12.68
CCNC1CCN(c2cc(C3CCCCC3)ncn2)CC1,1,14.57
Cc1cc(C)cc(CN2CCCN(C(=O)C3CCN(S(=O)(=O)c4c(C)cc(C)cc4C)CC3)CC2)c1,1,10.84
C=C(C)c1cc(N2CCCN(S(=O)(=O)N3CCCNCC3)CC2)ncn1,1,25.89
Cc1cc(C)cc(CNC2CCN(CC3CCOCC3)CC2)c1,1,17.34
Cc1cc(C)cc(C(=O)NC2CCCCN(C(=O)c3cc(C)cc(C)c3)C2)c1,1,13.21
Cc1cc(C)cc(CNC(=O)NC2CCN(S(C)(=O)=O)CC2)c1,1,14.51
CCC(=O)NC1CCN(c2ccnc(-c3ccc(F)cc3)n2)CC1,1,10.84
COc1ccc(-c2nc(CNCc3cccs3)cs2)cc1OC,1,9.79
Cc1cc(CNC(=O)N2CCCN(c3ncccn3)CC2)no1,1,9.85
Cc1cc(C)cc(C(=O)NCCNC(=O)c2cnc(C)cn2)c1,1,17.16
Cc1cc(C)cc(C(=O)NC2CCCN(c3ccc(C(F)(F)F)cn3)C2)c1,1,13.31
Cc1cc(C)cc(CCN2CCN(C(=O)c3cc(C)cc(C)c3)CC2)c1,1,9.72
CCN1CCN(C(=O)NCc2csc(-c3ccc(C)cc3)n2)CC1,1,12.17
COc1ccc(S(=O)(=O)NCc2cc(C)cc(C)c2)cc1C,1,13.87
CCOc1ccc(-c2nc(CNC3CCCCC3)cs2)cc1,1,9.47
Cc1ccc(CNC(=O)C2CCCN(S(=O)(=O)N3CCCCCC3)C2)cc1,1,15.48
Cc1cc(C)cc(CN2CCCc3c(C)cc(CN(C)C4CCCCC4)nc3C2)c1,1,16.04
Cc1cc(C)cc(CN2CCN(C(=O)NCc3ccc(C)o3)CC2)c1,1,11.13
Cc1cc(C)cc(CN2CCCN(C(=O)CNC(=O)c3cc(C)cc(C)c3)CC2)c1,1,7.44
Cc1cc(C)cc(S(=O)(=O)N2CCC(C(=O)NCCc3ccncc3)CC2)c1,1,14.9
CCC(NS(=O)(=O)c1cc(C)cc(C)c1)c1cc(C)cc(C)c1,1,17.15
CCC(CCN1CCC(n2cc(C)c(=O)[nH]c2=O)CC1)CNC(=O)c1cc(C)cc(C)c1,1,19.96
COCCN1CCCC(CNC(=O)c2cc(C)cc(C)c2)C1,1,13.59
CCS(=O)(=O)NC1CCCN(c2ccnc(-c3ccc(F)cc3)n2)CC1,1,14.33
Cc1cc(C)cc(C(=O)NCc2cc(CN3CCCCC3)on2)c1,1,8.8
CCCCC1CCN(S(=O)(=O)NC(C)(C)c2ncc(C(C)(C)C)o2)CC1,1,24.52
CCOc1ccc(-c2nc(CNCCc3ccc(F)cc3)co2)cc1,1,16.11
Cc1ccc(OCCNC(=O)CN2CCN(Cc3c(F)cccc3Cl)CC2)cc1,1,20.36
Cc1cc(C)c(C(=O)NCCNC(=O)c2ccncc2)cc1C,1,12.24
Cc1ccc(C2CCCCN2C(=O)COc2ccccn2)nc1C(=O)NCc1cccs1,1,24.36
O=C(NCc1ccc(N2CCCCC2)nc1)NC1CCN(c2ccncc2)CC1,1,14.93
NCc1cc(CN2CCCOCC2)ccc1Oc1ccc(C(F)(F)F)cc1,1,22.55
Cc1ccc(CN2CCN(C(=O)CNC(=O)CCc3cc(C)cc(C)c3)CC2)cc1,1,10.26
CC1CN2c3ccc(CN4CCNC(=O)CC4)cc3CCCC2C(=O)N1,1,22.95
CCc1csc(C2CCCCN2C(=O)Cc2cc(C)cc(C)c2)n1,1,19.78
Cc1cc(C)cc(CCC(=O)N2CCCN(Cc3cc(C)cc(C)c3)CC2)c1,1,11.02
CC(=O)NCCCNC(=O)NCc1cc(-c2cc(C)cc(C)c2)cs1,1,20.32
Cc1cc(C)cc(C(=O)NCCN2CCN(C(=O)c3cc(C)cc(C)c3)CC2)c1,1,8.93
COc1ccc(C(=O)NC2CCC(C)(C)CC2)cc1-c1csc(C2CCNCC2)c1,1,20.44
Cc1cc(C)cc(CNC(=O)c2ccc(N3CCC(C)CC3)nc2)c1,1,7.0
CCc1ccc(CN2CCCN(C(=O)c3cc(C)cc(C)c3)CC2)o1,1,11.71
O=C(c1csc(CN2CCCCC2)c1)N1CCN(c2ncccn2)CC1,1,10.87
CCc1nc(CNC(=O)c2ccc(OC)c(C)c2)cs1,1,10.85
Cc1cc(C)cc(CNCCNC(=O)c2cc(C)cc(C)c2)c1,1,11.7
CCCOc1ccc(S(=O)(=O)N2CCC(C(=O)NCc3cc(C)cc(C)c3)CC2)cn1,1,25.51
COc1ccc(CNC(=O)CCNS(=O)(=O)c2ccc(C)c(C)c2)cc1OC,1,14.73
COc1ccc(-c2cnc3c(=O)nc(C)[nH]n23)cc1OC,1,27.7
Cc1ccc(CNC(=O)C2CCN(S(=O)(=O)CCNC(=O)c3ccc(F)cc3F)CC2)cc1,1,23.43
CC(=O)NC1CCN(c2ncc(C(=O)NCc3cc(C)cc(C)c3)cn2)CC1,1,11.54
CC(C)C1CCN(CCNC(=O)CNC(=O)N2CCCCCC2)CC1,1,21.45
Cc1ccc(CN2CCN(C(=O)CNC(=O)c3cc(C)cc(C)c3)CC2)cc1,1,8.27
Cc1cc(C)cc(C(=O)NCCc2ccccn2)c1,1,13.61
Cc1cc(C)cc(CN2CCC(NC(=O)c3cc(C)c(C)cc3C)CC2)c1,1,6.59
Cc1cc(C)c(S(=O)(=O)N2CCC(C(=O)NCc3cccnc3)CC2)c(C)c1,1,10.6
Cc1cc(C)cc(CNS(=O)(=O)NCc2cc(C)sc2C)c1,1,18.38
CCCN1CCC(N(CCN2CCN(Cc3cc(C)cc(C)c3)CC2)C(=O)Nc2cccc(C)c2)CC1,1,24.18
Cc1cc(C)nc(CNC(=O)C2CCN(S(=O)(=O)N3CCCCC3)CC2)c1,1,13.75
Cc1cc(C)cc(C(=O)Nc2scc(-c3ccncc3)c2C(N)=O)c1,1,18.48
CC(NC(=O)N1CCC(Cc2ccc(Cl)cc2)CC1)C(=O)N1CCCCCC1,1,28.46
Cc1cc(C)cc(CN2CCC(NCc3csc(CN(C)C)n3)C2)c1,1,16.05
Cc1cc(C)cc(CN2CCN(C(=O)COc3ccc(C)cc3C)CC2)c1,1,13.45
CS(=O)(=O)N1CCC(C(=O)NCc2ccc3c(c2)OCCO3)CC1,1,17.17
Cc1cc(C)cc(CN2CCNC(=O)CC2)c1,1,7.69
Cc1cc(C)cc(C(=O)N2CCC(NC(=O)NC3CCCCC3)CC2)c1,1,11.76
Cc1cc(C)cc(CNC(=O)c2cc(C)cc(C(=O)N3CCCCCC3)c2)c1,1,7.87
CS(=O)(=O)NCc1cc(C(=O)N2CCCN(c3ncccn3)CC2)cs1,1,13.3
Cc1c(CCNC(=O)c2cccs2)[nH]c2cc(Cl)ccc12,1,25.86
CCN(C(=O)c1cc(C)cc(C)c1)C1CCN(CCC(C)C)C1,1,13.68
COc1cccc(C2CCC(NC(=O)NCc3cccs3)CC2)c1,1,19.12
Cc1cccc(CNC(=O)CCNC(=O)c2cc(C)cc(C)c2)c1,1,11.38
CC(=O)N1CCN(Cc2coc(-c3ccc(C)cc3)n2)CC1,1,11.55
Cc1cc(C)cc(CNC(=O)N2CCCN(Cc3cc(C)cc(C)c3)C2)c1,1,10.22
Cc1cc(C)nc(C(=O)NCc2cccc(C)n2)c1,1,22.19
CNCc1ccc(CCNC(=O)c2cc(C)cc(C)c2)c(C)c1,1,12.84
CCc1nccn1-c1nc(-c2ccc(OC)c(OC)c2)cc(C2CCCCC2)n1,1,14.58
Cc1cc(C)cc(COC2CCN(CCNC(=O)c3cc(C)cc(C)c3)CC2)c1,1,15.7
Cc1cc(C)cc(CNC(=O)c2ccc(N3CCN(C4CCCCC4)CC3)nc2)c1,1,8.68
CCN(Cc1ccncc1)Cc1csc(-c2ccc(OC)c(OC)c2)n1,1,13.09
CCNC(=O)N1CCC(NC(=O)c2cc(C)cc(C)c2)CC1,1,11.24
Cc1cc(C)cc(CN2CCN(C(=O)CNC(=O)c3ccc(C)cc3C)CC2)c1,1,11.24
CCOc1ccc(-c2nc(CNCCCN3CCCCC3)co2)cc1,1,13.93
Cc1cc(C)cc(CC(=O)N2CCC(NC(=O)c3ccccc3)CC2)c1,1,14.48
Cc1cc(C)cc(CNC2CCN(C(=O)c3cc(C)cc(C)c3)CC2)c1,1,7.55
CCNC(=O)NC1CCN(C(=O)NCc2cc(C)cc(C)c2)CC1,1,9.49
COc1ccc(-c2nc(CNCC3CCCC3)co2)cc1OC,1,14.21
Cc1ccc(CNC(=O)N2CCN(Cc3nc(C)cs3)CC2)cc1,1,13.79
Cc1ccc(C(=O)NC2CCN(C(=O)c3cc(C)cc(C)c3)CC2)cc1,1,15.84
Cc1cc(C)cc(C(=O)NCCN2CCC(NC(=O)c3cc(C)cc(C)c3)CC2)c1,1,10.36
CCN1CCC(NC(=O)NCc2cc(C)cc(C)c2)CC1,1,10.05
COc1ccc(-c2nc(CNC3CCCNC3)cs2)cc1OC,1,13.9
Cc1cc(C)cc(CN2CCCN(Cc3ccoc3)CC2)c1,1,9.64
COc1ccc(Oc2cc(=NC(=O)NC(C)(C)C)[nH]cn2)cc1,1,21.31
CCC1CCC(C(=O)NC2CCN(Cc3cc(C)cc(C)c3)CC2)CC1,1,16.66
CNCCNC(=O)c1cccc(CN2CCC(n3cc(C)c(=O)[nH]c3=O)CC2)c1,1,13.1
Cc1cccc(CCNC(=O)N2CCCN(C3CCCCC3)C2)c1,1,16.57
O=C(NCc1csc(-c2ccccc2)n1)NCc1csc(C2CCCC2)n1,1,16.74
Cc1cc(C)cc(S(=O)(=O)N2CCCC(CO)C2)c1,1,15.08
CCCN1CCCN(C(=O)c2csc(C3CCCCC3)n2)CC1,1,16.17
CC(CNC(=O)c1ccc2c(c1)CCN(Cc1ccoc1)CC2)c1ccccc1,1,23.94
CCCN1CCC(N2C(=O)c3cc(C(=O)OC)ccc3C2c2ccc(Cl)cc2)CC1,1,26.31
CC(C)Oc1ccc(-c2nc(CN3CCNC(=O)CC3)co2)cc1Cl,1,15.35
Cc1cc(C)c(C(=O)NCc2cccnc2N2CCC(CO)CC2)cc1C,1,13.45
CCc1ccsc1C(=O)N1CCN(Cc2cc(C)cc(C)c2)CC1,1,13.63
Cc1ccsc1C=NCC1CCCc2ccccc21,1,26.4
Cc1ccc(-c2nc(CN3CCN(Cc4cc(C)cc(C)c4)CC3)cs2)cc1,1,10.12
Cc1ccc(-c2nc(CNCc3ccc(C)s3)cs2)cc1,1,14.86
Cc1ccc(CNC(=O)N2CCN(Cc3cc(C)cc(C)c3)CC2)cc1,1,7.18
CCN(Cc1ccco1)c1nc(-c2ccc(OC)c(OC)c2)cs1,1,22.82
Cc1cc(C)cc(CN2CCN(C(=O)CNC(=O)c3cc(C)cc(C)c3)CC2)c1,1,7.25
Cc1cc(C)cc(C(=O)NCC(=O)NCc2ccncc2)c1,1,12.55
CCS(=O)(=O)NCCc1cc(C)cc(C)c1,1,13.1
Cc1cc(C)c(S(=O)(=O)N2CCC(C(=O)NCCc3ccccc3)CC2)c(C)c1,1,9.21
O=C(c1ccc(Cl)c(Cl)c1)N1CCC(N2CCN(C3CCCCC3)CC2)CC1,1,17.81
CCOc1ccc(-c2nc(CN3CCN(C(C)=O)CC3)co2)cc1,1,10.14
Cc1cc(C)cc(C(=O)N2CCOCC2)c1,1,10.13
CCCc1cc(C(=O)N2CCN(Cc3cc(C)cc(C)c3)CC2)cs1,1,8.5
Cc1cc(C)cc(C(=O)NC2CCN(CCCN(C)C3CCCCC3)CC2)c1,1,13.51
CCn1cc(C(=O)NCc2nc(C)c(C)s2)c2c(c1=O)CCCC2,1,21.46
Cc1cc(C)cc(CCN2CCCC(CNC(=O)c3cc(C)cc(C)c3)C2)c1,1,10.6
Cc1ccc(CN2CCCN(C(=O)CNCCOc3cc(C)cc(C)c3)CC2)cc1,1,17.01
Cc1cc(C)cc(C(=O)NCC(=O)NCC2=Cc3cc(C)ccc3OC2)c1,1,22.78
c1cnc(N2CCCN(CCc3ccc4c(c3)CCC4)CC2)nc1,1,20.09
Cc1cc(C)cc(C(=O)NCCNC(=O)c2cc(C)c(C)cc2C)c1,1,11.37
COc1ccc(C(=O)NCc2cc(C)cc(C)c2)cc1C,1,11.85
Cc1cc(C)cc(C(=O)N2CCCN(S(=O)(=O)c3cc(C)cc(C)c3)CC2)c1,1,14.54
Cc1ccc(CS(=O)(=O)NCC2CCN(CCc3cc(C)cc(C)c3)CC2)cc1,1,17.35
Cc1cc(C)cc(CCN2CCC(CNC(=O)c3cc(C)cc(C)c3)CC2)c1,1,9.85
Cc1cc(C)cc(CNC(=O)c2cc3c(c(-c4cc(C)cc(C)c4C)n2)CCN(C(=O)CN)C3)c1,1,22.98
CCOCCOCCNC(=O)c1cc(C)cc(C)c1,1,14.17
Cc1cc(C)cc(CN2CCN(C(=O)c3csc(CN4CCCCC4)c3)CC2)c1,1,8.83
Cc1cc(C)cc(CNC(=O)CNC(=O)c2cc(C)cc(C)c2)c1,1,6.53
COCCNC(=O)c1ccc(N2CCNC2=O)nc1,1,17.55
CCNC(=O)C1CCN(c2ccc(C(=O)NCc3cc(C)cc(C)c3)cn2)CC1,1,9.41
Cc1cc(C)cc(CN2CCC(NC(=O)c3cc(C)cc(C)c3)CC2)c1,1,10.98
Cc1cc(C)cc(CNC(=O)NCCNC(=O)c2cc(C)cc(C)c2)c1,1,12.1
CC(C)(C)NS(=O)(=O)c1ccc(-c2ccco2)cc1,1,19.45
Cc1cc(C)cc(CN2CCN(Cc3csc(C(C)(C)C)n3)CC2)c1,1,16.47
Cc1nc(C(=O)NCc2cc(N3CCOCC3)sn2)cs1,1,16.02
Cc1cc(C)cc(C(=O)N2CCNC(=O)CC2)c1,1,7.18
Cc1cc(C)cc(C(=O)NCCC(=O)NCc2cccc(C(F)(F)F)c2)c1,1,16.75
Cc1cc(C)cc(-c2nc(CNC3CCCCC3)co2)c1,1,10.48
CCOc1cc(OC)c(Cl)cc1CNC(=O)NC1CCN(C)CC1,1,19.12
Cc1cc(C)cc(Cc2c(C)[nH]c(C)c2C(=O)NC2CCCCCC2)c1,1,23.77
Cc1ccc(CNC(=O)NCc2ccc(C)s2)nc1,1,13.02
COC(=O)c1cnc(N2CCN(Cc3sc(C)nc3C)CC2)c(Cl)c1,1,13.72
Cc1ccc(CN2CCc3c(cnn3C3CCCC3)C2)s1,1,18.66
Cc1nc(CCNC(=O)c2cc(C)c(C)cc2C)cs1,1,12.05
COCCCN1CCC(NCc2cc(C)cc(C)c2)CC1,1,14.89
COc1ccc(-c2nc(CNC(=O)NCC(C)C)cs2)cc1OC,1,10.34
CNS(=O)(=O)N1CCC(CNCc2csc(-c3cccc(C)c3)n2)CC1,1,16.86
CCNC(=O)c1cc(-c2ccc(OC)c(OC)c2)on1,1,11.18
Cc1cc(C)cc(CCN2CCNC(=O)CC2)c1,1,11.25
CCOc1cc(C)[nH]c(=O)c1Cc1cc(C)cc(C)c1,1,13.51
Cc1cccc(CNCCOc2cc(C)cc(C)c2)c1,1,13.94
Cc1ccc(C(C)N2CCC(n3cc(C)c(=O)[nH]c3=O)CC2)o1,1,15.91
Cc1cc(C)cc(CNC(=O)N2CCNC(=O)CC2)c1,1,7.66
COCC(=O)NCc1ccc(OCC(=O)NCc2cc(C)cc(C)c2)c(Cl)c1,1,22.16
CCn1c(CNC(=O)c2cc(C)cc(C)c2)nnc1SCC(=O)N1CCCC1,1,18.97
Cc1cc(C)c(S(=O)(=O)N2CCCN3C(=O)c4cc(Cl)ccc4C32)c(C)c1,1,27.48
Fc1ccc(-c2nccc(N3CCNCC3)n2)cc1,1,11.53
Cc1nc(CNC(=O)N2CCCN(C(=O)N3CCCC3)CC2)cs1,1,16.21
CCCNC(=O)c1ccc(N2CCCN(Cc3cc(C)cc(C)c3)CC2)nc1,1,9.09
CCN(CC)Cc1ncsc1C(=O)N1CCN(Cc2cc(C)cc(C)c2)CC1,1,21.12
Cc1cc(C)cc(C(=O)NCc2cnc3sc4c(c3c2N2CCOCC2)CCCC4)c1,1,22.48
O=C(NCc1ccncc1)C1CCN(S(=O)(=O)c2cccs2)CC1,1,11.14
Cc1cc(C)cc(CNC(=O)c2ccc(N3CCCS(=O)(=O)CC3)nc2)c1,1,15.83
COc1c(C)cccc1CNC(=O)N1CCC(NC(=O)c2ccccc2)CC1,1,17.79
CCNC1CCN(c2cc(-c3ccc(F)cc3)ncn2)CC1,1,7.78
CCN(CN1CCCN(c2ncccn2)CC1)C(=O)c1cc(C)cc(C)c1,1,18.0
Cc1cc(C)cc(C(=O)NCC(=O)NCC(=O)N2CCC(C)CC2)c1,1,15.24
CCOCC(O)CN1CCCN(S(=O)(=O)c2ccc(C)c(C)c2)CC1,1,23.71
CCc1ccc2c(c1Cc1cc(C)cc(C)c1)CCN(C1CCC1)CC2,1,24.35
Cc1cc(C)cc(CNC(=O)C2CCN(Cc3cc(C)cc(C)c3)CC2)c1,1,7.4
Cc1cc(C)cc(CN2CC(C)NC(C)C2)c1,1,15.64
O=C(NCC1CCCO1)c1ccc2nc(-c3ccc(F)cc3)oc2c1,1,18.27
Cc1ccc(CNC(=O)CNC(=O)NCc2c(C)cc(C)cc2C)cc1,1,15.61
CCc1nc(CNC(=O)c2cc(C)c(C)cc2C)cs1,1,11.68
CCOc1ccc(-c2nc(CNCCc3ccc(C)c(C)c3)cs2)cc1,1,15.58
CCOC(=O)c1cc(CN2CCC(C(=O)c3ccc(OC)c(OC)c3)CC2)oc1N1CCOCC1,1,20.67
CCc1nc(CNCc2sccc2C)cs1,1,13.21
Cc1ccc(CNC(=O)NC(C)CNC(=O)COc2c(C)cccc2C)cc1C,1,18.98
CC1CCCN(C(=O)c2ccc(CNC(=O)N3CCC(C(=O)N4CCCCCC4)CC3)o2)CC1,1,23.73
Cc1cc(C)cc(CNC(=O)c2ccc(N3CCCC(=O)CC3)nc2)c1,1,9.33
Cc1cc(C)cc(CCNC(=O)c2cc(C)cc(C)c2)c1,1,8.54
Cc1cc(C)cc(CNC(=O)NCCCNC(=O)c2ccccc2)c1,1,13.02
Cc1ccc(CN2CCN(C(=O)c3csc(C4CCCCC4)c3)CC2)cc1,1,13.04
Cc1cc(C)cc(CN2CCCN(C(=O)c3csc(C4CCCCC4)n3)CC2)c1,1,10.33
Cc1ccc(CN2CCCN(C(=O)CNC(=O)c3ccccc3Cl)CC2)cc1,1,9.2
Cc1cc(C)cc(CNC(=O)c2cc(C)cc(C(C)C)c2)c1,1,8.75
CCN1CCN(CCNC(=O)c2csc(CN3CCOCC3)n2)CC1,1,12.58
CCOc1ccc(-c2nccc(N3CCC(NC(C)=O)CC3)n2)cc1Cl,1,18.98
CCOC(=O)c1cnc(N2CCN(Cc3csc(C)n3)CC2)c(Cl)c1,1,12.64
Cc1cc(C)c(S(=O)(=O)NCCC(=O)NCc2csc(-c3ccccc3)c2)c(C)c1,1,18.49
COc1ccc(-c2nc(CNC(=O)c3ccc(Cl)cc3)cs2)cc1OC,1,15.55
CCCNC(=O)c1cccc(S(=O)(=O)NCCCN2CCCCC2)c1,1,23.65
Cc1cc(-c2ccc3c(c2)C(=O)CCC3(C)C)ccc1F,1,26.38
Cc1cc(C)cc(C(=O)NNC(=O)c2ccc(C)c(C)c2)c1,1,12.23
NS(=O)(=O)CCNC(=O)C(c1ccc(Cl)cc1)C1CCCCC1,1,28.46
CCOC(=O)c1ccc(CN2CCCN(c3noc4ccccc34)CC2)sc1=O,1,24.65
CC(=O)NC1CCN(C(=O)NCc2cccc(F)c2)CC1,1,16.78
O=C(NCCc1ccccc1)NC1CCCN(c2ccnc3cc(Cl)ccc23)C1,1,23.11
Cc1cc(C)cc(CNC(=O)CCCN2CCC(NC(=O)c3cc(C)cc(C)c3)CC2)c1,1,14.04
CC(C)NC(=O)C1CCN(S(=O)(=O)c2ccc3c(c2)CCNC3)CC1,1,20.99
Cc1cc(C)cc(CN2CCCC(CNC(=O)c3cccc(C)c3)C2)c1,1,12.23
CC(=O)NC1CCN(c2csc(-c3ccc(C)cc3)c2)S(=O)(=O)C1,1,25.9
CS(=O)(=O)N1CCC(CNCc2coc(-c3ccccc3F)n2)CC1,1,15.4
Cc1nc(CNC(=O)NCc2csc(C(C)C)n2)cs1,1,11.28
Cc1cc(C)cc(CNC(=O)c2cc(C)cc(C)c2OC(C)C)c1,1,9.02
Cc1cc(C)cc(CNC(=O)NOCCNS(=O)(=O)c2cc(C)cc(C)c2)c1,1,23.16
CCCC1CCN(S(=O)(=O)NCc2csc(C)n2)CC1,1,17.74
COc1ccc(Cn2cccc2CNC(=O)c2ccco2)cc1OC,1,20.36
Cc1cc(C)c(C(=O)NCCN2CCCCCC2)cc1C,1,13.29
CCNC(=O)C1CCN(C(=O)CNC(=O)c2cc(C)cc(C)c2)CC1,1,11.22
Cc1cc(C)c(C(=O)NCC(=O)N2CCCN(c3ncccn3)CC2)cc1C,1,12.08
CCC(=O)NC1CCN(C(=O)NCc2cc(C)cc(C)c2)CC1,1,12.32
CC(=O)NCC1CCN(c2cc(-c3ccc(F)cc3)ncn2)CC1,1,14.54
Cc1cc(C)c(CN2CCNC(=O)CC2)c(C)c1,1,8.93
Cc1occc1CNC(=O)NC1CCN(c2ccncc2)CC1,1,13.8
Cc1cc(C)cc(CN2CCN(c3ncccc3C(F)(F)F)CC2)c1,1,15.08
CC1CCN(C(=O)c2ccc(N3CCCCCC3)nc2)CC1,1,13.51
