SMILES,SMILES_state,NLL
CN1CCN(C(=O)c2cc(-c3cnccc3Cl)on2)CC1,1,17.21
O=C(c1cccnc1)N1CCC(c2ccncc2C(=O)N2CCCCC2)CC1,1,15.05
Cc1noc(C2CCCN(C(=O)c3cc(C)on3)C2)n1,1,13.68
COc1ncccc1CN(C)c1cnccn1,1,20.13
CC(C)c1nc(CN2CCN(C(=O)c3cccnc3)CC2)co1,1,7.25
O=C(c1csc(-c2cccnc2)n1)N1CCC(c2ccncc2)CC1,1,15.07
CCc1ccc(C(=O)NC(C)C2CCN(C(=O)c3cncnc3)CC2)nc1,1,26.13
COc1cc(N2CCC(N(C)C(=O)c3cscn3)CC2)ncn1,1,20.42
CN1CCN(C(=O)c2cc(-c3ccncc3)c[nH]2)CC1,1,9.85
COc1cccc(C(=O)N2CCCN(S(=O)(=O)c3ccc(C(C)C)cc3)CC2)c1,1,19.51
Cc1nc(C(C)NC(=O)c2cc(Cl)ccn2)cs1,1,13.14
CC(Cc1cccnc1)NC(=O)c1ccc(N2CCC(CCCO)CC2)cn1,1,26.61
CCc1nc(Cl)c2n1CCN(C(=O)c1cncc(Cl)c1)CC2,1,16.46
CC1CCCC(NC(=O)CN(C)C(=O)c2cccnc2)C1C,1,21.86
O=C(NC1CCN(C(=O)c2csc(Cl)n2)CC1)c1ccncn1,1,13.92
COc1cncc(C(=O)N2CCC(N=c3[nH]cccc3C(F)(F)F)CC2)c1,1,19.65
O=C(c1cncc(-c2cccc(Cl)c2)n1)N1CCCCCC1,1,13.32
CCC(NC(=O)c1cccnc1C(N)=O)c1ccccc1Cl,1,22.49
O=C(c1ccc(Cl)cn1)N1CCCCC1c1nccs1,1,13.58
O=C(N=c1[nH]c(C(=O)N2CCCCCC2)cc(Cl)c1-c1cncnc1)c1ccco1,1,22.74
COc1ccc(C(C)CC(=O)NC2CCN(C(=O)c3ccsc3)CC2)cc1,1,25.67
O=C(Cc1ccnc2sccc12)NCc1ccc(F)cc1,1,24.04
O=C(NC1CCN(C(=O)c2cnccn2)CC1)c1cc(Cl)ccn1,1,17.99
O=C(c1cccc(C(F)(F)F)c1)N1CCN(C(=O)c2ccccn2)CC1,1,20.69
Cc1cc(CN2CCN(C(=O)c3cccnc3)CC2)c(C)o1,1,11.17
C=Cc1nnc(C(C)NC(=O)c2ccncc2)o1,1,24.43
COc1ccc(CCNC(=O)COc2cccnc2)cc1,1,17.7
O=C(c1ccncc1)N1CCN(C(=O)c2cc(Cl)co2)CC1,1,13.47
Cn1cncc1C(=O)Nc1cncc(C(=O)N2CCC3CCCCC3C2)n1,1,22.86
Cn1ccnc1CN1CCCN(C(=O)c2ncccn2)CC1,1,13.88
CC(NC(=O)c1ccncn1)c1ccc(-c2cncnc2)cc1,1,18.31
Cc1cc(-c2ccoc2)c(C(=O)NC2CCCCCC2)[nH]1,1,14.55
CCc1nc(C(C)NC(=O)c2ccncn2)co1,1,11.55
CCc1cccc(C2CCN(C(=O)c3ccc(C(F)(F)F)nc3)CC2)n1,1,15.3
O=C(c1ncc[nH]1)N1CCc2sccc2C1,1,17.32
CCNC(=O)c1noc(-c2cccc(Cl)c2)c1Cl,1,19.42
CCc1nc(CN2CCCN(C(=O)c3cccn3C)CC2)cs1,1,10.47
CC(NC(=O)c1ccc(Cl)cn1)c1cn(C)c(Cl)n1,1,15.29
CC(C)c1cc(C(=O)N2CCCC(c3cnccn3)CC2)no1,1,17.21
CC1CCN(C(=O)c2ccc(-c3cncnc3)cc2)CC1,1,9.53
CCn1ccnc1CN1CCCN(C(=O)c2ccon2)CC1,1,9.37
COc1cccc(CN(C)C2CCCN(C(=O)c3ncncc3F)C2)c1,1,24.77
O=C1CCC(C(=O)N2CCCCC2)CCN1CCc1cccnc1,1,20.52
CNC(=O)c1cc(CNC2CCN(C(=O)c3cccc(Cl)n3)CC2)ccn1,1,20.2
NCc1ccc(C(=O)NCc2ccncn2)cc1-c1ccccc1,1,20.11
CC1CC(C)CN(C(=O)c2cccc(-c3ccccn3)n2)C1,1,15.57
CC(NC(=O)c1ccncn1)c1cncc(-c2cccc(C(F)(F)F)c2)n1,1,11.05
O=C(N=c1cnc(Cl)c[nH]1)c1cccc(-c2cncc(C(F)(F)F)c2)n1,1,17.91
c1ccc(CN=c2[nH]c(-c3cccnc3)cs2)nc1,1,19.44
O=C(c1ccoc1)N1CCN(C(=O)c2cnccc2Oc2ccc(F)c(Cl)c2)CC1,1,26.64
O=C(c1cncc(Cl)c1)N1CCCN(C(=O)C2CCCC2)CC1,1,14.37
O=C(NC1CCN(c2ccc(COc3cccnc3)cc2F)CC1)c1cncc(Cl)c1,1,27.91
CCc1nc(CN2CCCN(C(=O)c3ccncc3OC)CC2)co1,1,11.95
Cc1ccc(CN2CCCC(NC(=O)c3cccnc3)C2)s1,1,13.57
COc1cccc(C(=O)N2CCC(c3cncc(C4CCCCC4)n3)CC2)c1,1,22.51
CCc1ccc(C(C)NC(=O)c2cnccn2)o1,1,8.52
Cc1coc(C2CCN(C(=O)c3cncnc3)CC2)n1,1,15.3
Cc1ccc(-c2cc(C(=O)NCC3CCCO3)ncn2)cn1,1,21.74
O=C(c1ccncc1)N1CCN(C(=O)c2ccc3ccsc3c2)CC1,1,20.27
Cn1cncc1CNC(=O)c1ccc(Cl)cn1,1,16.96
CCNC(=O)C1CCCN(C(=O)c2ccc(C)nc2)CC1,1,11.9
COc1cncc(C(C)N(C)C(=O)c2cnccn2)c1,1,14.02
CC(=O)N1CCN(C(=O)c2cncc(-c3cncc(Cl)c3)c2)CC1,1,21.94
COc1ncccc1C(=O)NC1CCN(CCc2cccnc2)CC1,1,17.13
CCCN1CCCN(C(=O)c2ccnc(-c3ccncc3)c2)CC1,1,18.62
Cc1ccc(C(=O)NC(C)c2ncc(F)cn2)cn1,1,11.12
Cc1cc(N2CCC(NC(=O)c3cncc(Cl)c3)C2)ccn1,1,14.77
COc1ccc(OC)c(CCNC(=O)c2cncc(Cl)c2)c1,1,13.68
O=C(c1ccc(F)cc1)N1CCN(C(=O)c2ccco2)CC1,1,13.74
O=C(c1cncs1)N1CCCC(c2cncc(F)c2-c2ccncc2)C1,1,25.84
COc1cc2c(cc1OC)CN(C(=O)c1cnc[nH]1)CC2,1,16.47
O=C(c1ccncc1)N1CCCN(Cc2cc(C(=O)N3CCCCC3)no2)CC1,1,10.0
O=C(c1cccnc1-c1cccnc1)N1CCCN(c2ccncc2Cl)CC1,1,22.15
COc1cccc(CCNC(=O)c2ccc(C(F)(F)F)nc2)c1,1,15.65
FC(F)(F)c1ccnc(CCCNCCc2cccnc2)c1,1,18.72
CN1CCCN(C(=O)c2csc(C3CCCCC3)n2)CC1,1,13.28
CCc1ccnc(C(C)NC(=O)c2cncc(Cl)c2)n1,1,19.91
Cc1ccnc(C(=O)NC2CCCCCC2)c1,1,14.64
O=C(c1cncc(Cl)c1)N1CCN(Cc2cccnc2)CC1,1,15.84
Cc1cncc(C2CCCN2C(=O)c2cncc(Cl)n2)n1,1,18.96
O=C(c1cccc(Cl)c1)N1CCCN(CCc2ncccn2)CC1,1,17.52
O=C(c1cncc(F)c1)N1CCCN(CCc2ccncc2)CC1,1,17.64
O=C(c1cnccn1)N1CC2CCN(Cc3ccncc3)C2C1,1,20.83
O=C(NCCc1cccnc1)c1cncc(-c2cccc(Cl)c2)n1,1,11.29
CN1CCCN(C(=O)c2ccc(-c3cccs3)s2)CC1,1,16.78
O=C(NC1CCN(C(=O)c2ccc(C(F)(F)F)nc2)CC1)c1cnccn1,1,17.24
CC(NC(=O)c1cccs1)c1ncc(Cl)cn1,1,9.62
CC1CC(C)CN(C(=O)c2ccc3ocnc3c2)C1,1,18.76
COc1ccnc(-c2cc(C(=O)NC3CCCCCC3)ccn2)c1,1,15.84
CCC1CCC(c2ccc(C(=O)NCc3cccnc3)nc2)CC1,1,17.95
CCN=c1cc(C(c2cccnc2)c2coc(C)n2)cc[nH]1,1,30.85
O=C(NCC(c1cccnc1)N1CCOCC1)c1ccncc1,1,9.72
CCN1CCC(C(=O)N(C)CCc2ccccc2)CC1,1,20.13
O=C(c1ccsc1)N1CCN(C(=O)C2CCCO2)CC1,1,19.18
O=C(NCc1cccnc1)c1ccc(-c2cc(Cl)ccn2)nc1,1,11.55
CCC(NC(=O)c1cccc(C)n1)c1cncc(-c2cccc(F)c2)n1,1,21.16
O=C(NC1CCNCC1)c1cc(-c2ccncc2)co1,1,16.06
Cc1noc(C)c1CN1CCCN(C(=O)c2ccccn2)CC1,1,12.52
Cc1nc(C)c(C(C)NC(=O)c2ncc(F)cc2F)s1,1,17.51
O=C(c1cccc(CNC2CCCC2)n1)N1CCCC1,1,18.28
CC(NC(=O)c1ccccn1)c1ccc(-c2ccncc2)cc1,1,13.93
O=C(NCCc1cccc(Cl)c1)c1ccc(-c2ccncc2)nc1,1,19.66
CCC(NC(=O)c1cnccn1)c1cccc(Cl)c1,1,12.38
CCN(Cc1ncon1)C(=O)c1cnccn1,1,14.84
Cc1cc(C)nc(C2CCN(Cc3cccs3)CC2)c1,1,18.96
O=C(NC1CCCC1)c1nc(C(=O)N2CCOCC2)ccc1Cl,1,14.41
CCC(NC(=O)c1ccncn1)c1ccc(Cl)nc1,1,13.88
O=C(NCC1CCCN(C(=O)c2cccnc2)C1)c1cccnc1,1,15.57
CCC(NC(=O)c1ccncn1)c1ccc(OC)cc1,1,12.3
CC(NC(=O)c1ccc(-c2cncc(C(=O)NCc3cnccn3)n2)cn1)c1ccccn1,1,22.4
O=C(c1ccncc1)N1CCN(C(=O)c2ccc(Cl)s2)CC1,1,16.42
CCNC(=O)c1cc(C2CCCN(C(=O)c3ccnc(C)c3)CC2)c[nH]1,1,17.56
O=C(c1ncccc1F)N1CCCN(Cc2cscn2)CC1,1,12.32
O=C(NC1CCCN(C(=O)c2cncnc2)C1)c1ccccn1,1,14.01
CCNC(=O)c1cnc(-c2nc(-c3ccc(C(F)(F)F)cc3)c[nH]2)[nH]1,1,30.89
CC(C)(CNC(=O)c1ccc(OCc2ccc(Cl)cn2)cc1)N1CCOCC1,1,25.65
CN1CCCN(C(=O)c2cncc(-c3cccc(C(F)(F)F)c3)n2)CC1,1,10.46
CC(=O)c1csc(C(=O)NCCN2CCOCC2)n1,1,22.26
O=C(NC1CCN(C(=O)c2cncc(-c3ccc(F)cc3)n2)C1)c1cccnc1,1,15.78
COc1ccc(C(=O)N2CCCN(C(=O)c3ccncc3)CC2)cc1OC,1,17.94
Cc1ncnc(Cl)c1C(=O)NCCCN1CCCC1,1,16.05
O=C(c1cnc(Cl)c(F)c1)N1CCCC(c2ccncc2)CC1,1,19.66
O=C(c1ccc(Cl)cn1)N1CCc2ccncc2C1,1,16.44
O=C(NCC1CCCN(C(=O)c2cncc(-c3ccccc3F)n2)C1)c1cncc(Cl)c1,1,20.89
O=C(NC1CCN(C(=O)c2ccncn2)CC1)c1cccs1,1,11.68
CCOc1cccc(CN2CCN(C(=O)c3cnccn3)CC2)c1,1,17.98
Cc1ccc(Cl)cc1CNC(=O)C1CCCN(C(=O)c2ccc(Cl)s2)C1,1,29.42
O=C(NCc1cnccn1)c1cncc(-c2cccc(C(F)(F)F)c2)n1,1,10.69
Cc1cc(CCCOc2c(Cl)cc(Cl)cc2Cl)on1,1,20.7
O=C(NCCc1ccc(Cl)c(Cl)c1)c1cccnc1,1,18.17
Cc1cc(C(=O)N2CCC(c3ccncc3)CC2)no1,1,9.36
Cc1ncc(C(=O)NC(C)c2ccncc2)cc1Cl,1,15.89
O=C(Nc1cncnc1)c1csc(-c2cccnc2)n1,1,16.41
O=C(c1cnccn1)N1CCN(CCc2cccnc2)CC1,1,18.45
CC(C)(C)c1ncc(-c2ccnc(CCN3CCCC3)c2)cn1,1,23.12
O=C(c1nccc2c1CCCC2)N1CCN(c2cnccn2)CC1,1,14.56
CCc1nc(CN2CCCN(C(=O)c3cccn3C)CC2)co1,1,9.97
C=C1CCC2CCc3cc(C(=O)N4CCN(C)CC4)ncc3C2C1,1,24.42
CCN1CCCN(c2ncc(Cl)c(Cc3cccnc3)n2)CC1,1,23.55
O=C(NC1CCN(C(=O)c2ccncc2Cl)CC1)c1cccnc1,1,13.8
O=C(c1cccnc1)N1CCCN(CCc2ccncc2)CC1,1,9.78
CC(NC(=O)c1ncc(Cl)cn1)c1ccc(Cl)nc1,1,12.41
O=C(c1ccc(C(F)(F)F)nc1)N1CCN(Cc2cnccn2)CC1,1,18.38
COC1CCN(C(=O)c2cc(C3CCCCC3)on2)CC1,1,16.16
CC(CNC(=O)c1cc(Cn2ccnc2)ccn1)c1ccccc1,1,18.42
COc1ccc(C(=O)N2CCN(CCc3ccccn3)CC2)cc1,1,14.98
Cc1csc(C(C)NC(=O)c2cnc(Cl)cn2)n1,1,12.01
Cc1ccsc1-c1ccc(C(=O)N2CCCCCC2)cn1,1,16.5
Cc1cc(C(=O)N2CCN(C(=O)c3ccco3)CC2)ccn1,1,15.79
CC(=O)N1CCC(N2CCC(C(=O)NC(C)c3ccnc(C)c3)CC2)CC1,1,19.93
CC1CCCN(C(=O)c2cnc(-c3cccnc3)o2)C1,1,19.21
O=C(c1cccnc1)N1CCN(C(=O)c2ccc(N3CCOCC3)nc2)CC1,1,17.67
Cc1nc(C(=O)NC(C)c2cnccn2)ccc1C(=O)NC1CCCCC1,1,16.21
Cc1cnc(C(=O)N2CCCCC2)nc1-c1cccnc1,1,16.58
CCOc1cncc(CNC(=O)c2cncnc2C2CCC2)c1,1,23.59
CCCC(NC(=O)c1ccc(Cl)cn1)c1nncn1C,1,15.0
O=S(=O)(c1cnccc1-c1cccnc1)N1CCN(c2ccccn2)CC1,1,19.85
COCCNC(=O)c1ccc(C2CCCN(C(=O)c3ccncc3)C2)s1,1,25.0
Cc1nc(-c2ccc(C(=O)N3CCN(C)CC3)[nH]2)cs1,1,13.76
O=C(NC1CCN(C(=O)c2ccncc2)CC1)c1cnccn1,1,9.02
CC(C)c1cc(CN2CCN(C(=O)c3cccs3)CC2)on1,1,13.32
CN1CCCC1c1ccc(C(=O)NCCc2ccc(Cl)cc2)s1,1,20.52
Cc1cc(C(=O)N2CCCc3cc(-c4ccncn4)ccc32)c(C)o1,1,23.71
O=C(NCc1cccc(F)n1)c1cncc(-c2cc(F)cc(Cl)c2)n1,1,22.15
O=C(c1ccccn1)N1CCCN(S(=O)(=O)c2ccc(Cl)s2)CC1,1,17.3
CCc1nc(CN2CCN(C(=O)c3ccc(C)cc3)CC2)cs1,1,13.78
O=C(c1cnccn1)N1CCCN(Cc2cccnc2)CC1,1,10.83
CC(NC(=O)c1cnccn1)c1cccc(CN(C)C(=O)c2cccnc2)c1,1,16.54
Cc1cc(C(=O)N2CCCN(Cc3nccn3C)CC2)no1,1,11.84
CC(=O)N1CCC(CN(Cc2cccnc2)C(C)=O)CC1,1,18.31
CCc1nc(CN2CCN(C(=O)c3cccnc3)CC2)cs1,1,6.69
Cc1cncc(C2CCN(C(=O)c3ccncc3C)CC2)n1,1,14.73
CC(NC(=O)c1cnccn1)c1ccnc(CN2CCOCC2)c1,1,11.34
Cc1ccsc1C(=O)N1CCCC(N2CCCc3cnccc3C2=O)C1,1,23.34
O=C(c1cccc(-c2ccncc2)n1)N1CCCC1,1,15.91
CNC(=O)c1cccc(C2CCN(C(=O)c3cccc4ncccc34)CC2)n1,1,20.15
O=C(NC1CCN(C(=O)c2cccnc2)CC1)c1cnccn1,1,14.04
c1csc(-c2cncc(NCCc3ccncc3)n2)c1,1,16.86
Cc1ccc(C(=O)N2CCC(F)(F)CC2)nn1,1,20.31
Cc1ccc(C2CCN(C(=O)c3cccnc3)CC2)cn1,1,14.53
COc1cccc(CN2CCC(N3CCN(c4cnccn4)CC3)CC2)c1,1,22.38
Cc1ncc(C(=O)N2CCCC(N3CCCN(c4cccnc4)CC3)C2)[nH]1,1,27.47
O=C(Cc1cncc(-c2cccs2)n1)NC1CCCCC1,1,17.77
Cc1ccc(C(=O)N2CCN(C(=O)c3cnccn3)CC2)cn1,1,14.74
CCc1nc(CNC2CCN(C(=O)c3cncc(F)c3)CC2)cs1,1,15.16
O=C(c1cccnc1)N1CCCN(CC(O)c2cccnc2)CC1,1,11.18
O=C(NCC(F)(F)F)N1CCN(Cc2ccccc2C(F)(F)F)CC1,1,23.89
O=C(NCCCNCc1ccc(F)cc1F)c1cnccc1Cl,1,20.12
COc1ccc(C(=O)N2CCCN(c3ccc(Cl)cn3)CC2C)nc1,1,20.9
CC(C)c1nc(CN2CCCN(C(=O)c3cccnc3)CC2)co1,1,9.36
O=C(c1ccc(=Nc2cncnc2)[nH]c1)N1CCC(c2nccs2)CC1,1,18.37
Cc1cnc(CNC(=O)c2cccc(-c3ccccn3)n2)cn1,1,23.19
O=C(c1ccncc1)N1CCCC(N2CCN(c3ncccc3Cl)CC2)C1,1,13.78
O=C(NC1CCN(C(=O)NC2CCCCC2)CC1)c1ccoc1,1,14.98
CC1(C)COCCN1C(=O)c1cc(-c2ncccn2)ncc1Cl,1,23.28
CC1CN(C(=O)c2cncc(-c3ccncc3)c2)CC(C)O1,1,18.72
CCNc1cncc(-c2cnc(C(=O)N3CCN(C)CC3)nc2)c1Cl,1,23.36
CCCC(NC(=O)c1nccnc1C)c1ccncc1,1,13.95
Cc1ccncc1-c1c[nH]c(C(=O)N2CCC(F)(F)CC2)c1,1,16.14
Cc1ocnc1C(=O)N1CCc2cc(C(=O)N3CCOCC3)cnc2CC1,1,20.23
O=C(c1cc(Cl)cc(-c2ncccn2)n1)N1CCCC1,1,17.28
CCc1ncccc1C(=O)N1CCC(NC(=O)c2ccc(Cl)cn2)CC1,1,14.26
Cc1cc(CC(C)NC(=O)c2cnccn2)on1,1,10.93
Cc1sc(C(=O)N2CCCC(NC(=O)c3cncc(Cl)c3)C2C)cc1Cl,1,26.4
COc1ncccc1C(=O)N1CCN(c2cccnn2)CC1,1,16.64
O=C1CCNCCC1NS(=O)(=O)c1cccnc1,1,25.83
CC(=O)N1CCC(NC(=O)CNC(=O)c2ncccc2Cl)CC1,1,22.0
Cc1ccc(C)c(C2CCN(C(=O)c3cscn3)CC2)n1,1,13.8
Cc1nc(C2CCCN(C(=O)c3cccnc3)C2)co1,1,11.54
Cc1ccc(-c2ncc(CC(C)NC(=O)c3ccncc3)s2)cc1,1,23.18
Cc1cccc(C(=O)N2CCN(C(=O)c3ccncc3)CC2)c1,1,12.66
Cc1nc(C)c(C(=O)N2CCC(NC(=O)c3cccnc3)CC2)s1,1,17.83
O=C(NCCOc1cccnc1)c1cnc(-c2cccc(F)c2)nc1,1,18.42
CCc1nc(CN2CCCN(C(=O)c3ccc(Cl)cn3)CC2)co1,1,12.24
CCN(CC)C(=O)c1ccc2c(n1)CCCC2,1,16.05
Cc1ccc(-c2ncc(C(=O)NCCc3cccnc3)cn2)cc1,1,12.8
Cc1nnc(-c2ccc(C(=O)NC(C)(C)c3cnccn3)c(O)c2)o1,1,24.06
Cc1cncc(-c2cccc(C(=O)NC(C)c3cccs3)c2)n1,1,22.33
NC1CCN(c2ccnc(C(=O)N3CCC(F)(F)CC3)c2)CC1,1,16.7
Cc1ccc(C(=O)N2CCCN(C(=O)c3ccccn3)CC2)cn1,1,15.33
CCC(c1ccccn1)N(C)CCCc1ccncn1,1,20.81
Cc1nc(C(=O)Nc2cnccc2C(=O)NC(C)(C)C)cs1,1,19.24
CN1CCN(C(=O)c2cc(C3(C)CCCC3)c[nH]2)CC1,1,19.13
CN(C)c1ncc(-c2cnccn2)cn1,1,12.6
COc1ccccc1N1CCCN(CCOC(=O)c2cnc(C)cn2)CC1,1,29.84
CC(NC(=O)c1ccccn1)c1cncc(-c2ccncc2)c1,1,11.83
O=C(c1cccc(Cl)c1)N1CCC(c2c(Cl)cncc2Cl)CC1,1,21.78
O=C(NC1CCC2C1CCCN2C(=O)c1ccccn1)c1cccnc1,1,20.2
COc1ccc(C(=O)N2CCCC(c3coc(C)n3)CC2)nc1,1,18.49
O=C(NC1CCCCC1)c1cc(C(=O)N2CCCC2)n2c1CCCCC2,1,9.0
Cc1cccc(-c2nc(C(=O)NCCc3cnccn3)cc(C(F)(F)F)n2)c1,1,22.07
O=C(NCC=C(c1cccnc1)c1cccnc1)c1ccncc1,1,13.56
O=C(c1cccnc1)c1c[nH]c(C(=O)N2CCOCC2)c1,1,11.79
O=C(c1cc(-c2ccncc2)c(Cl)[nH]1)N1CCCCCC1,1,14.44
O=C(c1cncc(-c2cncnc2)c1)N1CCC(F)(F)CC1,1,14.91
O=C(NCc1ccncc1F)c1ccncc1Oc1cccc(-c2cncc(Cl)c2)n1,1,26.41
CC(c1cccnc1)N(Cc1cccnc1)C(=O)c1ccco1,1,14.89
CCc1csc(CCNC(=O)c2ccc(Cl)nc2)n1,1,12.56
NC1(c2ccc(-c3ccncc3)nc2)CCCCC1,1,18.11
O=C(c1ccccn1)N1CCC(N2CCN(C(=O)c3cccs3)CC2)CC1,1,14.04
NC1CCC(CNC(=O)c2ccc(Cl)cn2)CC1,1,13.11
COc1cncc(C(=O)N2CCC(NC(=O)c3cccnc3)CC2)c1,1,10.19
Cc1ccc(C(=O)N2CCC2c2nsc(C)n2)cn1,1,21.83
Cc1ccc(-c2cncc(C(=O)N3CCN(C(=O)c4ccoc4)CC3)n2)cc1,1,15.41
O=C(NCCc1ccc(Cl)cn1)c1cnccc1OC1CCCC1,1,16.27
CCN(Cc1cccnc1)Cc1ncc(Cl)cn1,1,16.02
Cc1cccc(CN(C)C(=O)c2cnc(Cl)cn2)n1,1,19.64
Cc1[nH]c(C(=O)NCCN2CCCCC2)c(Cl)c1Cl,1,16.86
O=C(NC1CCN(C2CCCC2)CC1)c1cc(C(=O)N2CCCC2)cs1,1,20.41
O=C(NC1CCCC1)c1cccc(C(=O)N2CCCCCC2)n1,1,14.0
Cc1cc(C(=O)NCCc2cncnc2)cc(Cl)n1,1,17.38
COc1cncc(-c2csc(=NC(=O)c3cccnc3)[nH]2)c1,1,20.93
c1cc(-c2cc[nH]c(=NC3CCCCC3)c2)ccn1,1,14.27
COc1ccncc1C(=O)N1CCN(C(=O)c2cncc(Cl)c2)CC1,1,21.28
O=C(NCCc1ccnc2c(Cl)cccc12)c1ccc(Cl)s1,1,21.18
O=C(c1cccc(-c2ccc(C(F)(F)F)cn2)c1)N1CCOCC1,1,16.53
Cc1cc(C(=O)N2CCN(Cc3cccnc3)CC2)c(C)o1,1,12.3
Cc1csc(C2CCN(C(=O)c3cccnc3)CC2)n1,1,9.17
Cc1cc(C(=O)N2CCCC(CN3CCCCC3)C2)no1,1,16.4
O=C(c1ccc(Cl)cn1)N1CCCN(Cc2cccnc2)CC1,1,9.07
O=C(Nc1ccc(CN2CCCCC2)s1)c1cnc(Cl)nc1,1,21.14
Cc1ccc(C(=O)N2CCN(Cc3coc(C(C)C)n3)CC2)cn1,1,11.27
O=C(NC(Cc1ccccn1)c1cnccn1)c1ncccc1F,1,21.52
O=C(c1ccccn1)N1CCCN(c2ccncc2Cl)CC1,1,10.41
CC(CCc1ccc(Cl)cc1Cl)NC(=O)c1ccncn1,1,12.65
Cc1ccc(C(C)N2CCN(CC(=O)NCc3ccccn3)CC2)o1,1,21.22
CCc1ncc(C(=O)N(CC)CC)s1,1,16.93
Cc1ccc(C(=O)N2CCN(C(=O)c3cccc(Cl)c3)CC2)cn1,1,14.48
O=C(c1sccc1-c1ccncc1)N1CCCCCC1,1,16.74
CCc1ncnc2c1CCN(C(=O)c1cccnc1)CC2,1,9.12
Cc1nc(CCNC(=O)c2ccncc2)cs1,1,11.77
Cc1ccc(-c2nc(C(=O)N3CCCCC3)co2)cc1,1,14.11
Cc1ccc(C(=O)N2CCC(NC(=O)c3cnc(C)cn3)CC2)cn1,1,12.35
CCCC(NC(=O)c1cnc(Cl)cn1)c1ccncc1Cl,1,16.72
O=C(NC1CCN(C(=O)c2cccnc2)CC1)c1cncc(Cl)c1,1,8.19
CCCn1c(-c2cncc(O)c2)cc(C(=O)NCC)c1C,1,31.91
